transactionid,date,year,month,quarter,productkey,geokey,channelkey,segmentkey,quantity,unitprice_usd,discount_pct,revenue_usd,revenue_local,currency,cogs_usd,margin_usd,margin_pct
18383,2024-12-03,2024,12,Q4,306,1,3,5,4,38.31,1.1,151.57,2613.28,MXN,56.08,95.49,63.0
12142,2024-12-03,2024,12,Q4,305,1,5,5,4,21.76,4.5,83.17,1433.97,MXN,29.94,53.23,64.0
5983,2024-12-03,2024,12,Q4,401,2,6,2,2,30.58,5.1,58.04,290.2,BRL,20.89,37.15,64.0
20496,2024-12-03,2024,12,Q4,406,2,6,3,4,18.56,14.0,63.86,319.3,BRL,24.27,39.59,62.0
8435,2024-12-03,2024,12,Q4,107,3,4,1,4,15.57,2.6,60.64,252666.67,COP,24.26,36.38,60.0
6797,2024-12-03,2024,12,Q4,408,3,4,3,2,93.36,4.2,178.97,745708.33,COP,51.9,127.07,71.0
15501,2024-12-03,2024,12,Q4,113,1,1,2,3,14.55,10.3,39.14,674.83,MXN,15.66,23.48,60.0
31062,2024-12-03,2024,12,Q4,106,2,4,2,2,13.01,0.2,25.99,129.95,BRL,9.36,16.63,64.0
12818,2024-12-03,2024,12,Q4,305,3,4,2,3,21.22,4.7,60.69,252875.0,COP,21.85,38.84,64.0
28150,2024-12-04,2024,12,Q4,204,5,4,3,3,42.08,2.3,123.33,112118.18,CLP,37.0,86.33,70.0
7153,2024-12-04,2024,12,Q4,207,2,4,4,2,110.34,0.1,220.48,1102.4,BRL,61.73,158.75,72.0
13837,2024-12-04,2024,12,Q4,101,5,4,1,3,21.85,0.2,65.43,59481.82,CLP,24.86,40.57,62.0
141,2024-12-04,2024,12,Q4,102,5,2,3,4,11.93,1.0,47.26,42963.64,CLP,16.54,30.72,65.0
18420,2024-12-04,2024,12,Q4,113,4,6,2,3,14.42,3.7,41.64,15422.22,ARS,16.66,24.98,60.0
19224,2024-12-04,2024,12,Q4,403,4,4,6,2,23.29,0.2,46.48,17214.81,ARS,16.73,29.75,64.0
22962,2024-12-04,2024,12,Q4,201,3,3,3,1,81.98,3.7,78.95,328958.33,COP,23.68,55.27,70.0
17093,2024-12-04,2024,12,Q4,206,5,7,4,1,62.44,3.1,60.54,55036.36,CLP,18.16,42.38,70.0
24195,2024-12-04,2024,12,Q4,114,4,2,3,4,10.32,13.9,35.54,13162.96,ARS,11.37,24.17,68.0
9126,2024-12-04,2024,12,Q4,111,2,1,2,3,16.91,1.9,49.78,248.9,BRL,17.92,31.86,64.0
24236,2024-12-04,2024,12,Q4,108,4,4,1,3,10.23,2.1,30.05,11129.63,ARS,10.52,19.53,65.0
8697,2024-12-04,2024,12,Q4,301,3,3,2,5,34.46,1.5,169.67,706958.33,COP,59.38,110.29,65.0
24252,2024-12-04,2024,12,Q4,408,1,6,6,2,95.93,3.9,184.38,3178.97,MXN,53.47,130.91,71.0
5659,2024-12-04,2024,12,Q4,301,4,5,2,3,33.87,1.1,100.52,37229.63,ARS,35.18,65.34,65.0
28992,2024-12-04,2024,12,Q4,305,4,5,5,4,21.39,0.9,84.74,31385.19,ARS,30.51,54.23,64.0
6006,2024-12-04,2024,12,Q4,109,1,1,3,2,20.39,10.8,36.37,627.07,MXN,13.46,22.91,63.0
8161,2024-12-04,2024,12,Q4,110,2,2,3,4,14.69,11.4,52.07,260.35,BRL,19.79,32.28,62.0
21688,2024-12-04,2024,12,Q4,304,1,5,5,4,43.0,1.6,169.29,2918.79,MXN,64.33,104.96,62.0
28606,2024-12-04,2024,12,Q4,111,4,1,2,3,16.62,7.6,46.06,17059.26,ARS,16.58,29.48,64.0
13240,2024-12-04,2024,12,Q4,409,4,6,2,3,33.12,11.4,88.07,32618.52,ARS,31.71,56.36,64.0
1545,2024-12-04,2024,12,Q4,204,2,4,3,2,43.17,2.7,83.99,419.95,BRL,25.2,58.79,70.0
2214,2024-12-04,2024,12,Q4,404,4,6,3,1,37.87,2.7,36.84,13644.44,ARS,12.53,24.31,66.0
23994,2024-12-04,2024,12,Q4,409,4,6,2,3,32.81,2.2,96.23,35640.74,ARS,34.64,61.59,64.0
10625,2024-12-04,2024,12,Q4,308,1,5,5,5,26.7,1.3,131.82,2272.76,MXN,46.14,85.68,65.0
25252,2024-12-04,2024,12,Q4,102,4,4,1,3,12.48,0.1,37.39,13848.15,ARS,13.09,24.3,65.0
24030,2024-12-04,2024,12,Q4,103,4,2,2,6,12.46,12.9,65.12,24118.52,ARS,22.79,42.33,65.0
1181,2024-12-04,2024,12,Q4,308,4,4,2,2,29.17,1.9,57.25,21203.7,ARS,20.04,37.21,65.0
25394,2024-12-04,2024,12,Q4,207,1,3,4,2,112.75,3.7,217.22,3745.17,MXN,60.82,156.4,72.0
14369,2024-12-04,2024,12,Q4,102,1,3,2,4,11.45,3.6,44.14,761.03,MXN,15.45,28.69,65.0
22128,2024-12-04,2024,12,Q4,307,2,3,5,4,31.92,1.0,126.37,631.85,BRL,42.97,83.4,66.0
25503,2024-12-04,2024,12,Q4,101,2,2,2,3,23.08,6.4,64.79,323.95,BRL,24.62,40.17,62.0
8461,2024-12-04,2024,12,Q4,303,1,3,2,4,25.1,4.1,96.25,1659.48,MXN,33.69,62.56,65.0
314,2024-12-04,2024,12,Q4,303,1,5,5,5,26.12,4.9,124.16,2140.69,MXN,43.46,80.7,65.0
2739,2024-12-04,2024,12,Q4,404,3,6,2,3,36.85,5.4,104.61,435875.0,COP,35.57,69.04,66.0
30535,2024-12-04,2024,12,Q4,106,2,7,2,2,12.64,2.8,24.55,122.75,BRL,8.84,15.71,64.0
30427,2024-12-04,2024,12,Q4,206,4,4,4,2,63.0,1.3,124.37,46062.96,ARS,37.31,87.06,70.0
21879,2024-12-04,2024,12,Q4,203,1,4,3,2,90.53,1.4,178.46,3076.9,MXN,49.97,128.49,72.0
5314,2024-12-04,2024,12,Q4,101,1,1,1,2,22.77,1.4,44.88,773.79,MXN,17.05,27.83,62.0
465,2024-12-04,2024,12,Q4,304,1,5,2,5,46.45,4.4,221.99,3827.41,MXN,84.36,137.63,62.0
22119,2024-12-04,2024,12,Q4,205,3,4,3,3,115.53,2.7,337.31,1405458.33,COP,94.45,242.86,72.0
30166,2024-12-04,2024,12,Q4,209,1,4,3,1,69.25,3.9,66.55,1147.41,MXN,19.96,46.59,70.0
2695,2024-12-05,2024,12,Q4,403,1,4,6,3,24.61,4.6,70.4,1213.79,MXN,25.34,45.06,64.0
31366,2024-12-05,2024,12,Q4,404,1,3,2,3,38.79,3.7,112.04,1931.72,MXN,38.09,73.95,66.0
5799,2024-12-05,2024,12,Q4,306,3,4,5,3,39.53,2.5,115.65,481875.0,COP,42.79,72.86,63.0
16604,2024-12-05,2024,12,Q4,206,1,7,3,1,62.87,3.4,60.73,1047.07,MXN,18.22,42.51,70.0
16554,2024-12-05,2024,12,Q4,408,2,6,6,3,98.68,10.6,264.57,1322.85,BRL,76.73,187.84,71.0
1699,2024-12-05,2024,12,Q4,302,1,5,5,3,58.13,2.6,169.84,2928.28,MXN,56.05,113.79,67.0
8138,2024-12-05,2024,12,Q4,113,5,1,2,4,15.02,3.4,58.07,52790.91,CLP,23.23,34.84,60.0
27244,2024-12-05,2024,12,Q4,110,2,7,3,4,14.2,1.2,56.14,280.7,BRL,21.33,34.81,62.0
26603,2024-12-05,2024,12,Q4,210,3,3,4,1,51.72,4.8,49.22,205083.33,COP,15.75,33.47,68.0
15280,2024-12-05,2024,12,Q4,302,4,5,5,2,58.55,1.2,115.75,42870.37,ARS,38.2,77.55,67.0
18542,2024-12-05,2024,12,Q4,409,1,6,3,2,35.31,7.4,65.4,1127.59,MXN,23.54,41.86,64.0
13967,2024-12-05,2024,12,Q4,401,2,4,6,3,31.28,0.7,93.18,465.9,BRL,33.54,59.64,64.0
25984,2024-12-05,2024,12,Q4,102,3,4,2,4,12.25,3.1,47.47,197791.67,COP,16.61,30.86,65.0
2626,2024-12-05,2024,12,Q4,308,3,3,2,1,27.5,3.6,26.5,110416.67,COP,9.27,17.23,65.0
249,2024-12-05,2024,12,Q4,203,3,3,3,2,91.86,4.5,175.47,731125.0,COP,49.13,126.34,72.0
13955,2024-12-05,2024,12,Q4,405,4,6,6,1,25.21,14.1,21.65,8018.52,ARS,7.58,14.07,65.0
13899,2024-12-05,2024,12,Q4,306,5,5,2,3,38.19,0.8,113.71,103372.73,CLP,42.07,71.64,63.0
2021,2024-12-05,2024,12,Q4,307,2,3,5,4,32.07,0.5,127.71,638.55,BRL,43.42,84.29,66.0
24750,2024-12-05,2024,12,Q4,108,1,1,3,4,9.69,3.9,37.26,642.41,MXN,13.04,24.22,65.0
28699,2024-12-05,2024,12,Q4,301,3,4,5,3,33.55,3.0,97.62,406750.0,COP,34.17,63.45,65.0
20603,2024-12-05,2024,12,Q4,112,1,2,3,4,10.57,11.4,37.46,645.86,MXN,14.23,23.23,62.0
14067,2024-12-05,2024,12,Q4,408,2,3,2,2,97.05,1.9,190.37,951.85,BRL,55.21,135.16,71.0
22465,2024-12-05,2024,12,Q4,301,3,5,5,3,33.31,0.0,99.89,416208.33,COP,34.96,64.93,65.0
4204,2024-12-05,2024,12,Q4,405,4,6,6,3,27.18,7.2,75.72,28044.44,ARS,26.5,49.22,65.0
23706,2024-12-05,2024,12,Q4,302,1,5,2,4,57.93,1.8,227.47,3921.9,MXN,75.07,152.4,67.0
25276,2024-12-05,2024,12,Q4,402,1,1,3,1,29.0,7.0,26.97,465.0,MXN,9.44,17.53,65.0
5135,2024-12-05,2024,12,Q4,406,1,4,6,4,19.89,0.8,78.91,1360.52,MXN,29.99,48.92,62.0
470,2024-12-05,2024,12,Q4,102,5,7,2,5,11.71,4.3,56.01,50918.18,CLP,19.6,36.41,65.0
19322,2024-12-05,2024,12,Q4,207,5,7,3,3,109.79,2.9,319.66,290600.0,CLP,89.5,230.16,72.0
7272,2024-12-05,2024,12,Q4,308,5,5,5,7,27.13,1.3,187.47,170427.27,CLP,65.61,121.86,65.0
31884,2024-12-05,2024,12,Q4,104,2,2,1,3,19.77,9.7,53.58,267.9,BRL,21.43,32.15,60.0
3710,2024-12-05,2024,12,Q4,405,2,3,2,1,25.21,1.6,24.82,124.1,BRL,8.69,16.13,65.0
20123,2024-12-05,2024,12,Q4,112,1,6,2,2,11.24,7.4,20.8,358.62,MXN,7.9,12.9,62.0
2416,2024-12-05,2024,12,Q4,205,2,3,4,1,115.24,2.5,112.35,561.75,BRL,31.46,80.89,72.0
19751,2024-12-05,2024,12,Q4,106,2,3,2,4,13.63,1.1,53.9,269.5,BRL,19.4,34.5,64.0
26389,2024-12-05,2024,12,Q4,308,5,4,5,5,27.35,2.8,133.0,120909.09,CLP,46.55,86.45,65.0
31480,2024-12-05,2024,12,Q4,406,5,1,3,4,19.15,11.0,68.19,61990.91,CLP,25.91,42.28,62.0
2472,2024-12-05,2024,12,Q4,209,2,7,3,1,69.68,3.7,67.13,335.65,BRL,20.14,46.99,70.0
28907,2024-12-06,2024,12,Q4,206,1,4,4,1,65.16,0.7,64.67,1115.0,MXN,19.4,45.27,70.0
20543,2024-12-06,2024,12,Q4,114,5,2,1,7,9.81,3.0,66.58,60527.27,CLP,21.31,45.27,68.0
20599,2024-12-06,2024,12,Q4,305,5,4,5,2,21.94,0.0,43.85,39863.64,CLP,15.79,28.06,64.0
30882,2024-12-06,2024,12,Q4,210,2,3,4,2,52.41,2.5,102.18,510.9,BRL,32.7,69.48,68.0
21474,2024-12-06,2024,12,Q4,407,1,1,2,3,16.27,14.7,41.62,717.59,MXN,15.4,26.22,63.0
21324,2024-12-06,2024,12,Q4,110,1,1,2,5,14.31,3.1,69.32,1195.17,MXN,26.34,42.98,62.0
35,2024-12-06,2024,12,Q4,306,2,5,5,4,36.67,3.4,141.71,708.55,BRL,52.43,89.28,63.0
27420,2024-12-06,2024,12,Q4,210,2,3,4,1,51.14,0.2,51.05,255.25,BRL,16.34,34.71,68.0
28482,2024-12-06,2024,12,Q4,104,1,2,2,3,19.73,12.8,51.62,890.0,MXN,20.65,30.97,60.0
15993,2024-12-06,2024,12,Q4,105,1,4,2,3,15.55,3.4,45.04,776.55,MXN,17.12,27.92,62.0
28436,2024-12-06,2024,12,Q4,302,1,5,5,3,56.06,4.6,160.45,2766.38,MXN,52.95,107.5,67.0
11811,2024-12-06,2024,12,Q4,308,3,5,2,4,28.58,1.4,112.72,469666.67,COP,39.45,73.27,65.0
17939,2024-12-06,2024,12,Q4,208,1,4,4,2,52.28,1.0,103.55,1785.34,MXN,33.14,70.41,68.0
6082,2024-12-06,2024,12,Q4,108,4,1,3,3,10.15,8.7,27.81,10300.0,ARS,9.73,18.08,65.0
16073,2024-12-06,2024,12,Q4,210,3,4,3,2,53.12,5.0,100.94,420583.33,COP,32.3,68.64,68.0
16144,2024-12-06,2024,12,Q4,303,4,3,5,1,26.9,4.5,25.68,9511.11,ARS,8.99,16.69,65.0
6824,2024-12-06,2024,12,Q4,202,3,4,4,3,50.1,1.7,147.73,615541.67,COP,47.27,100.46,68.0
2092,2024-12-06,2024,12,Q4,111,4,4,1,4,16.27,3.1,63.05,23351.85,ARS,22.7,40.35,64.0
26978,2024-12-06,2024,12,Q4,406,3,1,6,3,18.22,2.2,53.46,222750.0,COP,20.31,33.15,62.0
30501,2024-12-06,2024,12,Q4,203,3,4,3,1,91.87,1.1,90.85,378541.67,COP,25.44,65.41,72.0
13008,2024-12-06,2024,12,Q4,207,1,4,3,1,107.87,0.5,107.32,1850.34,MXN,30.05,77.27,72.0
31676,2024-12-06,2024,12,Q4,203,4,3,3,2,91.72,1.6,180.45,66833.33,ARS,50.53,129.92,72.0
31594,2024-12-06,2024,12,Q4,403,2,3,2,1,24.44,1.0,24.2,121.0,BRL,8.71,15.49,64.0
22468,2024-12-06,2024,12,Q4,307,2,5,5,6,33.29,2.0,195.69,978.45,BRL,66.53,129.16,66.0
3915,2024-12-06,2024,12,Q4,207,3,4,4,2,106.27,4.2,203.55,848125.0,COP,56.99,146.56,72.0
13797,2024-12-06,2024,12,Q4,110,4,2,2,3,14.06,2.2,41.26,15281.48,ARS,15.68,25.58,62.0
17379,2024-12-06,2024,12,Q4,103,1,7,3,2,13.08,0.7,25.96,447.59,MXN,9.09,16.87,65.0
24132,2024-12-06,2024,12,Q4,108,4,3,1,4,10.26,0.8,40.71,15077.78,ARS,14.25,26.46,65.0
24114,2024-12-06,2024,12,Q4,406,1,3,2,1,19.51,3.1,18.92,326.21,MXN,7.19,11.73,62.0
23041,2024-12-06,2024,12,Q4,113,1,1,2,3,15.25,9.2,41.54,716.21,MXN,16.62,24.92,60.0
30003,2024-12-06,2024,12,Q4,403,1,6,6,2,23.43,10.6,41.89,722.24,MXN,15.08,26.81,64.0
14801,2024-12-06,2024,12,Q4,305,4,5,5,3,21.67,4.4,62.17,23025.93,ARS,22.38,39.79,64.0
19282,2024-12-06,2024,12,Q4,107,2,1,3,4,16.46,9.6,59.5,297.5,BRL,23.8,35.7,60.0
17250,2024-12-06,2024,12,Q4,108,1,1,1,3,10.29,2.5,30.1,518.97,MXN,10.54,19.56,65.0
11283,2024-12-06,2024,12,Q4,106,1,7,2,2,13.54,1.4,26.7,460.34,MXN,9.61,17.09,64.0
10223,2024-12-06,2024,12,Q4,404,2,1,6,4,37.7,2.3,147.37,736.85,BRL,50.11,97.26,66.0
5793,2024-12-06,2024,12,Q4,405,1,6,3,4,26.18,13.5,90.59,1561.9,MXN,31.71,58.88,65.0
8065,2024-12-06,2024,12,Q4,209,3,4,4,3,65.53,2.2,192.33,801375.0,COP,57.7,134.63,70.0
29256,2024-12-06,2024,12,Q4,306,1,5,5,5,39.69,3.5,191.47,3301.21,MXN,70.84,120.63,63.0
27220,2024-12-06,2024,12,Q4,111,3,6,2,3,16.52,9.4,44.91,187125.0,COP,16.17,28.74,64.0
25693,2024-12-06,2024,12,Q4,113,1,4,2,5,14.86,0.5,73.91,1274.31,MXN,29.56,44.35,60.0
23628,2024-12-06,2024,12,Q4,112,1,1,1,5,10.8,11.4,47.81,824.31,MXN,18.17,29.64,62.0
3068,2024-12-06,2024,12,Q4,205,1,3,3,1,116.4,1.3,114.89,1980.86,MXN,32.17,82.72,72.0
1426,2024-12-06,2024,12,Q4,101,2,7,2,2,22.85,4.6,43.62,218.1,BRL,16.58,27.04,62.0
4107,2024-12-06,2024,12,Q4,407,4,6,6,3,17.65,14.4,45.31,16781.48,ARS,16.76,28.55,63.0
4586,2024-12-06,2024,12,Q4,203,3,3,4,1,91.06,4.9,86.57,360708.33,COP,24.24,62.33,72.0
24530,2024-12-06,2024,12,Q4,207,3,4,3,1,108.19,1.5,106.53,443875.0,COP,29.83,76.7,72.0
5945,2024-12-06,2024,12,Q4,308,4,5,5,3,29.21,1.7,86.13,31900.0,ARS,30.15,55.98,65.0
14019,2024-12-06,2024,12,Q4,110,3,1,1,3,14.41,5.6,40.82,170083.33,COP,15.51,25.31,62.0
718,2024-12-06,2024,12,Q4,107,1,6,1,4,15.22,8.6,55.63,959.14,MXN,22.25,33.38,60.0
7678,2024-12-06,2024,12,Q4,306,2,5,2,5,38.66,0.5,192.36,961.8,BRL,71.17,121.19,63.0
5110,2024-12-07,2024,12,Q4,202,1,4,4,1,52.1,2.8,50.67,873.62,MXN,16.21,34.46,68.0
4907,2024-12-07,2024,12,Q4,403,3,6,6,2,24.26,6.8,45.22,188416.67,COP,16.28,28.94,64.0
20827,2024-12-07,2024,12,Q4,307,1,4,5,5,33.44,4.1,160.31,2763.97,MXN,54.51,105.8,66.0
29590,2024-12-07,2024,12,Q4,107,2,6,3,3,16.38,5.9,46.23,231.15,BRL,18.49,27.74,60.0
16906,2024-12-07,2024,12,Q4,307,3,5,2,5,32.08,3.3,155.07,646125.0,COP,52.72,102.35,66.0
20665,2024-12-07,2024,12,Q4,409,1,4,6,3,34.72,4.7,99.27,1711.55,MXN,35.74,63.53,64.0
2123,2024-12-07,2024,12,Q4,105,2,1,2,4,15.04,4.6,57.39,286.95,BRL,21.81,35.58,62.0
14062,2024-12-07,2024,12,Q4,402,4,3,3,1,26.77,4.5,25.55,9462.96,ARS,8.94,16.61,65.0
10836,2024-12-07,2024,12,Q4,109,1,6,3,5,19.69,7.5,91.1,1570.69,MXN,33.71,57.39,63.0
29636,2024-12-07,2024,12,Q4,208,1,7,4,1,52.6,1.3,51.89,894.66,MXN,16.6,35.29,68.0
13803,2024-12-07,2024,12,Q4,402,3,4,3,1,29.4,2.8,28.58,119083.33,COP,10.0,18.58,65.0
17843,2024-12-07,2024,12,Q4,203,4,7,3,1,93.12,4.8,88.64,32829.63,ARS,24.82,63.82,72.0
16417,2024-12-07,2024,12,Q4,205,1,3,4,1,112.89,2.7,109.83,1893.62,MXN,30.75,79.08,72.0
248,2024-12-07,2024,12,Q4,109,4,6,2,1,20.53,4.6,19.6,7259.26,ARS,7.25,12.35,63.0
16487,2024-12-07,2024,12,Q4,205,2,3,3,1,119.06,0.6,118.4,592.0,BRL,33.15,85.25,72.0
16990,2024-12-07,2024,12,Q4,103,3,2,1,3,13.14,3.7,37.94,158083.33,COP,13.28,24.66,65.0
25004,2024-12-07,2024,12,Q4,204,3,4,3,1,40.09,0.9,39.73,165541.67,COP,11.92,27.81,70.0
23567,2024-12-07,2024,12,Q4,302,4,4,2,2,59.18,0.3,118.03,43714.81,ARS,38.95,79.08,67.0
1701,2024-12-07,2024,12,Q4,103,2,3,2,4,13.34,0.8,52.89,264.45,BRL,18.51,34.38,65.0
5252,2024-12-07,2024,12,Q4,102,1,4,2,2,12.21,1.0,24.18,416.9,MXN,8.46,15.72,65.0
21966,2024-12-07,2024,12,Q4,206,3,4,3,1,66.24,4.7,63.14,263083.33,COP,18.94,44.2,70.0
2986,2024-12-07,2024,12,Q4,114,2,4,3,4,10.22,2.9,39.69,198.45,BRL,12.7,26.99,68.0
7311,2024-12-07,2024,12,Q4,106,1,2,3,3,13.63,1.6,40.22,693.45,MXN,14.48,25.74,64.0
15602,2024-12-07,2024,12,Q4,206,2,3,4,1,61.75,0.2,61.64,308.2,BRL,18.49,43.15,70.0
9726,2024-12-07,2024,12,Q4,111,2,1,2,2,17.2,2.2,33.64,168.2,BRL,12.11,21.53,64.0
27040,2024-12-07,2024,12,Q4,108,1,1,3,2,10.17,8.8,18.54,319.66,MXN,6.49,12.05,65.0
5922,2024-12-07,2024,12,Q4,307,1,4,5,3,31.79,2.5,92.95,1602.59,MXN,31.6,61.35,66.0
26675,2024-12-07,2024,12,Q4,210,4,3,4,1,54.37,4.1,52.13,19307.41,ARS,16.68,35.45,68.0
2637,2024-12-07,2024,12,Q4,107,1,2,2,4,16.27,1.0,64.41,1110.52,MXN,25.76,38.65,60.0
17366,2024-12-07,2024,12,Q4,404,1,4,6,1,36.32,4.5,34.68,597.93,MXN,11.79,22.89,66.0
18670,2024-12-07,2024,12,Q4,408,2,4,2,2,101.15,0.3,201.6,1008.0,BRL,58.46,143.14,71.0
27855,2024-12-07,2024,12,Q4,102,3,4,2,1,12.28,3.4,11.86,49416.67,COP,4.15,7.71,65.0
31293,2024-12-07,2024,12,Q4,112,1,1,2,4,11.0,11.6,38.89,670.52,MXN,14.78,24.11,62.0
20056,2024-12-07,2024,12,Q4,113,1,4,1,3,15.2,2.5,44.49,767.07,MXN,17.8,26.69,60.0
6289,2024-12-07,2024,12,Q4,304,3,3,2,2,43.42,1.7,85.38,355750.0,COP,32.44,52.94,62.0
18709,2024-12-07,2024,12,Q4,204,4,4,4,1,42.88,1.8,42.09,15588.89,ARS,12.63,29.46,70.0
20971,2024-12-07,2024,12,Q4,304,4,3,5,4,43.29,1.4,170.71,63225.93,ARS,64.87,105.84,62.0
23283,2024-12-07,2024,12,Q4,307,3,5,5,3,33.4,3.1,97.05,404375.0,COP,33.0,64.05,66.0
5335,2024-12-07,2024,12,Q4,409,1,4,3,1,33.91,4.9,32.24,555.86,MXN,11.61,20.63,64.0
2914,2024-12-07,2024,12,Q4,201,4,3,4,2,87.61,3.2,169.62,62822.22,ARS,50.89,118.73,70.0
18677,2024-12-07,2024,12,Q4,108,1,4,1,5,9.57,0.1,47.76,823.45,MXN,16.72,31.04,65.0
5407,2024-12-07,2024,12,Q4,201,3,3,4,1,87.44,2.4,85.36,355666.67,COP,25.61,59.75,70.0
5402,2024-12-07,2024,12,Q4,202,3,3,4,4,51.17,2.6,199.45,831041.67,COP,63.82,135.63,68.0
6495,2024-12-07,2024,12,Q4,406,1,3,3,1,19.03,1.9,18.67,321.9,MXN,7.09,11.58,62.0
2452,2024-12-07,2024,12,Q4,201,4,7,4,1,86.9,1.1,85.91,31818.52,ARS,25.77,60.14,70.0
10246,2024-12-07,2024,12,Q4,406,2,3,6,3,19.79,0.9,58.85,294.25,BRL,22.36,36.49,62.0
5388,2024-12-07,2024,12,Q4,113,3,2,2,5,15.4,8.0,70.82,295083.33,COP,28.33,42.49,60.0
12912,2024-12-08,2024,12,Q4,108,3,1,2,4,10.09,6.2,37.86,157750.0,COP,13.25,24.61,65.0
10697,2024-12-08,2024,12,Q4,101,4,3,1,4,22.52,0.9,89.32,33081.48,ARS,33.94,55.38,62.0
12571,2024-12-08,2024,12,Q4,305,2,5,5,4,21.46,2.2,83.91,419.55,BRL,30.21,53.7,64.0
9691,2024-12-08,2024,12,Q4,404,4,3,3,2,36.42,3.2,70.52,26118.52,ARS,23.98,46.54,66.0
16020,2024-12-08,2024,12,Q4,306,3,5,5,5,37.33,2.1,182.65,761041.67,COP,67.58,115.07,63.0
16211,2024-12-08,2024,12,Q4,408,5,3,3,4,97.82,0.8,388.03,352754.55,CLP,112.53,275.5,71.0
31087,2024-12-08,2024,12,Q4,201,2,4,4,1,82.78,3.4,80.01,400.05,BRL,24.0,56.01,70.0
16806,2024-12-08,2024,12,Q4,208,1,7,4,2,55.82,1.6,109.84,1893.79,MXN,35.15,74.69,68.0
11961,2024-12-08,2024,12,Q4,114,1,2,2,4,10.4,5.6,39.29,677.41,MXN,12.57,26.72,68.0
3529,2024-12-08,2024,12,Q4,407,2,6,2,3,16.2,0.3,48.45,242.25,BRL,17.93,30.52,63.0
23532,2024-12-08,2024,12,Q4,205,1,4,3,1,112.31,3.1,108.8,1875.86,MXN,30.46,78.34,72.0
8345,2024-12-08,2024,12,Q4,202,3,3,4,4,53.02,3.2,205.38,855750.0,COP,65.72,139.66,68.0
22384,2024-12-08,2024,12,Q4,201,1,3,3,1,83.88,2.1,82.13,1416.03,MXN,24.64,57.49,70.0
18794,2024-12-08,2024,12,Q4,103,1,4,3,4,13.04,1.7,51.26,883.79,MXN,17.94,33.32,65.0
6543,2024-12-08,2024,12,Q4,403,1,3,3,3,23.74,3.7,68.6,1182.76,MXN,24.7,43.9,64.0
18713,2024-12-08,2024,12,Q4,402,2,1,6,3,27.95,12.2,73.59,367.95,BRL,25.76,47.83,65.0
3295,2024-12-08,2024,12,Q4,409,2,1,6,2,33.72,2.6,65.71,328.55,BRL,23.66,42.05,64.0
23548,2024-12-08,2024,12,Q4,402,1,4,3,3,26.64,4.8,76.09,1311.9,MXN,26.63,49.46,65.0
23251,2024-12-08,2024,12,Q4,407,2,6,2,1,16.67,13.9,14.35,71.75,BRL,5.31,9.04,63.0
6379,2024-12-08,2024,12,Q4,303,3,3,5,2,25.13,4.4,48.03,200125.0,COP,16.81,31.22,65.0
1239,2024-12-08,2024,12,Q4,304,1,5,5,4,45.34,2.5,176.76,3047.59,MXN,67.17,109.59,62.0
6356,2024-12-08,2024,12,Q4,102,4,7,3,1,11.74,2.7,11.42,4229.63,ARS,4.0,7.42,65.0
18412,2024-12-08,2024,12,Q4,201,1,4,4,2,83.74,1.4,165.21,2848.45,MXN,49.56,115.65,70.0
1816,2024-12-08,2024,12,Q4,104,1,2,2,2,18.74,13.3,32.49,560.17,MXN,13.0,19.49,60.0
5712,2024-12-08,2024,12,Q4,402,2,3,6,1,27.15,3.3,26.26,131.3,BRL,9.19,17.07,65.0
22030,2024-12-08,2024,12,Q4,112,3,6,3,5,11.08,3.0,53.71,223791.67,COP,20.41,33.3,62.0
23244,2024-12-08,2024,12,Q4,408,1,1,6,2,98.04,0.7,194.73,3357.41,MXN,56.47,138.26,71.0
27081,2024-12-08,2024,12,Q4,408,4,3,3,3,98.91,2.0,290.73,107677.78,ARS,84.31,206.42,71.0
3732,2024-12-08,2024,12,Q4,202,5,7,4,1,51.23,3.3,49.53,45027.27,CLP,15.85,33.68,68.0
30584,2024-12-08,2024,12,Q4,304,3,3,2,4,46.22,4.5,176.62,735916.67,COP,67.12,109.5,62.0
29782,2024-12-08,2024,12,Q4,108,2,3,1,5,9.62,1.3,47.52,237.6,BRL,16.63,30.89,65.0
1828,2024-12-08,2024,12,Q4,306,3,5,5,4,39.26,2.0,153.96,641500.0,COP,56.97,96.99,63.0
24071,2024-12-08,2024,12,Q4,205,3,7,3,1,113.13,2.7,110.08,458666.67,COP,30.82,79.26,72.0
29668,2024-12-08,2024,12,Q4,401,1,3,6,3,31.71,1.5,93.71,1615.69,MXN,33.74,59.97,64.0
4967,2024-12-08,2024,12,Q4,112,2,1,1,3,11.14,1.1,33.07,165.35,BRL,12.57,20.5,62.0
23716,2024-12-08,2024,12,Q4,301,4,5,5,6,32.72,3.5,189.4,70148.15,ARS,66.29,123.11,65.0
6840,2024-12-08,2024,12,Q4,111,3,4,3,6,17.25,1.4,102.02,425083.33,COP,36.73,65.29,64.0
24889,2024-12-08,2024,12,Q4,111,1,1,2,4,17.41,3.7,67.02,1155.52,MXN,24.13,42.89,64.0
12322,2024-12-09,2024,12,Q4,405,1,6,3,1,25.75,11.2,22.86,394.14,MXN,8.0,14.86,65.0
51,2024-12-09,2024,12,Q4,201,5,7,4,1,83.28,2.3,81.4,74000.0,CLP,24.42,56.98,70.0
